Make,Transmission,Engine Type,Engine Capacity(CC),Mileage(kms),Year,Price,Model
Toyota,Manual,Petrol,1300.0,96000,2011,2125000,Corolla 
Suzuki,Manual,Petrol,800.0,100000,2013,675000,Mehran 
Honda,Manual,Petrol,1300.0,124348,2001,900000,City 
Toyota,Automatic,Petrol,1000.0,224000,2003,1180000,Vitz 
Toyota,Automatic,Petrol,1800.0,77230,2018,3575000,Corolla 
Nissan,Automatic,Petrol,1500.0,83000,2007,1750000,Blue Bird
Honda,Automatic,Petrol,1800.0,53000,2018,3625000,Civic 
Toyota,Manual,Petrol,1300.0,300000,2007,1350000,Corolla 9th
Toyota,Automatic,Hybrid,1500.0,93000,2017,3260000,Aqua 
Suzuki,Automatic,Petrol,660.0,92700,2012,1250000,Every 
Suzuki,Manual,Petrol,800.0,57000,2017,925000,Mehran 
Toyota,Automatic,Diesel,2500.0,105000,2013,4815000,Hilux 
Toyota,Automatic,Petrol,1800.0,80000,2018,3900000,Corolla 
Toyota,Manual,Petrol,1300.0,90000,2017,2700000,Corolla 
Toyota,Automatic,Petrol,1000.0,176000,2007,1420000,Passo 
Honda,Automatic,Petrol,1600.0,180000,2004,1350000,Civic 
Suzuki,Manual,Petrol,1000.0,67500,2012,850000,Cultus 
Toyota,Automatic,Petrol,1300.0,186000,2015,2500000,Corolla 
Toyota,Automatic,Petrol,1300.0,50000,2018,3150000,Corolla 
Suzuki,Manual,Petrol,1000.0,108000,2017,1525000,Cultus 
FAW,Manual,Petrol,1000.0,32500,2020,1290000,X-PV 
Toyota,Automatic,Petrol,1000.0,84000,2009,1530000,Vitz 
Suzuki,Automatic,Petrol,660.0,120000,2013,1380000,Every 
Toyota,Automatic,Petrol,1300.0,65000,2017,3000000,Corolla 
Mitsubishi,Manual,Diesel,2500.0,172000,1989,1212000,Pajero 
Toyota,Automatic,Petrol,1600.0,23000,2020,3550000,Corolla 
Toyota,Manual,Petrol,1300.0,63000,2016,2190000,Corolla 
Suzuki,Manual,Petrol,800.0,52000,2008,590000,Mehran 
Toyota,Automatic,Petrol,1000.0,37000,2018,2845000,Vitz 
Daihatsu,Manual,Petrol,800.0,80000,2006,700000,Cuore 
Suzuki,Manual,Petrol,1300.0,88000,2005,790000,Baleno 
Toyota,Automatic,Petrol,1600.0,41276,2019,3350000,Corolla 
Honda,Automatic,Petrol,1300.0,120000,2015,2130000,City 
Honda,Manual,Petrol,1300.0,77000,2016,2190000,City 
Suzuki,Manual,Petrol,1000.0,85000,2016,1300000,Cultus 
Toyota,Manual,Petrol,1300.0,100000,2014,1900000,Corolla 
Suzuki,Manual,Petrol,1000.0,105000,2006,630000,Cultus 
Suzuki,Manual,Petrol,1000.0,42000,2018,1750000,Wagon R
Suzuki,Manual,Petrol,1000.0,75000,2005,730000,Cultus 
Toyota,Automatic,Petrol,1500.0,26000,2018,4975000,Rush 
BMW,Automatic,Petrol,3000.0,87000,2004,2400000,5 Series
Toyota,Manual,Petrol,1300.0,110000,2011,1875000,Corolla 
Honda,Manual,Petrol,1800.0,82000,2014,2150000,Civic Rebirth
Toyota,Automatic,Hybrid,1800.0,49000,2017,5300000,C-HR 
Hyundai,Automatic,Petrol,2000.0,11000,2021,5899000,Tucson 
Honda,Automatic,Petrol,1800.0,99200,2013,2585000,Civic Rebirth
Hyundai,Automatic,Petrol,2000.0,30000,2020,6125000,Tucson 
Toyota,Manual,Diesel,2000.0,118220,1999,970000,Corolla Indus
Honda,Automatic,Petrol,1800.0,60000,2017,3290000,Civic 
Toyota,Automatic,Hybrid,1500.0,150000,2012,2195000,Aqua 
Suzuki,Manual,Petrol,1000.0,123654,2006,670000,Alto 
Suzuki,Manual,Petrol,1000.0,68000,2012,1080000,Cultus 
Toyota,Automatic,Petrol,1800.0,29000,2018,3725000,Corolla 
Honda,Automatic,Petrol,1500.0,21000,2018,4200000,HR-V 
Nissan,Automatic,Petrol,660.0,100000,2010,1265000,Otti 
Suzuki,Manual,Petrol,1000.0,66000,2009,850000,Cultus 
Suzuki,Manual,Petrol,800.0,52000,2011,550000,Mehran 
Suzuki,Manual,Petrol,1300.0,150000,2002,650000,Baleno 
KIA,Automatic,Petrol,2000.0,15000,2020,5500000,Sportage 
Toyota,Automatic,Petrol,1000.0,110000,2007,1500000,Vitz 
Suzuki,Manual,Petrol,1000.0,150000,2008,725000,Cultus 
Honda,Manual,Petrol,1300.0,45000,2018,2500000,City 
Honda,Manual,CNG,1600.0,15680,1997,630000,Civic EK
Toyota,Automatic,Petrol,1800.0,156000,2007,2625000,Allion 
Toyota,Automatic,Petrol,1500.0,20135,2020,3379999,Yaris 
Hyundai,Automatic,Petrol,2000.0,21000,2020,6150000,Tucson 
Toyota,Automatic,Petrol,2700.0,45000,2018,22000000,Prado 
Toyota,Automatic,Petrol,1000.0,80000,2016,2350000,Passo 
Master,Manual,Diesel,2800.0,115500,2017,1950000,Foton 
Toyota,Automatic,Petrol,1000.0,100000,2004,1450000,Vitz 
Suzuki,Manual,Petrol,1300.0,110000,2015,1550000,Swift 
Honda,Manual,Petrol,1300.0,100000,2013,2050000,City 
Suzuki,Manual,Petrol,1000.0,53000,2012,965000,Cultus 
Honda,Automatic,Petrol,1500.0,100000,1988,510000,Civic 
Suzuki,Manual,Petrol,800.0,45250,2016,880000,Bolan 
Toyota,Automatic,Petrol,1500.0,11000,2021,3150000,Yaris 
Toyota,Manual,Petrol,1300.0,198000,1976,640000,Corolla 
Honda,Automatic,Petrol,1800.0,265000,2008,1680000,Civic Reborn
FAW,Manual,Petrol,1300.0,39000,2017,1480000,V2 
Nissan,Automatic,Hybrid,1200.0,75000,2017,2850000,Note 
Toyota,Manual,Petrol,1300.0,128000,2009,1625000,Corolla 
Toyota,Automatic,Petrol,1500.0,16000,2021,3300000,Yaris 
Toyota,Automatic,Petrol,1500.0,110000,2011,1900000,Prius 
Suzuki,Manual,Petrol,800.0,80000,2015,800000,Bolan 
Toyota,Automatic,Petrol,3400.0,111625,1999,3650000,Surf 
Toyota,Manual,Petrol,1500.0,295011,1994,1260000,Corolla 
Honda,Automatic,Petrol,1800.0,61000,2014,2650000,Civic Rebirth
Toyota,Manual,Petrol,1800.0,100000,2007,1380000,Corolla 9th
Toyota,Automatic,Petrol,1500.0,26000,2020,3050000,Corolla 
Honda,Manual,Petrol,1300.0,75000,2011,1800000,City 
Suzuki,Manual,Petrol,1000.0,16000,2021,2250000,Cultus 
Toyota,Automatic,Petrol,4500.0,90000,1994,2400000,Land Cruiser
Toyota,Automatic,Diesel,3000.0,80000,2012,5300000,Hilux 
Toyota,Automatic,Petrol,1300.0,132000,2006,1730000,Vitz 
Suzuki,Manual,CNG,1000.0,100000,1990,800000,Margalla 
Honda,Automatic,Petrol,1600.0,123408,1997,760000,Civic EK
Nissan,Automatic,Petrol,660.0,90000,2014,1480000,Dayz 
Honda,Manual,Petrol,1300.0,198500,2007,1350000,City 
Nissan,Automatic,Petrol,660.0,12000,2020,2275000,Dayz 
Toyota,Automatic,Petrol,1800.0,123000,2012,3535000,Prius Alpha
Toyota,Automatic,Petrol,1000.0,108000,2002,1280000,Vitz 
Toyota,Manual,Petrol,1500.0,150000,1993,1500000,Corolla 
Nissan,Automatic,Petrol,660.0,55000,2019,1975000,Dayz 
Toyota,Manual,Petrol,1300.0,150000,2006,1250000,Corolla 9th
Honda,Automatic,Petrol,1800.0,15000,2018,4000000,Civic 
Honda,Automatic,Petrol,1800.0,63000,2015,2490000,Civic Rebirth
Honda,Automatic,Petrol,1500.0,23214,2017,2319000,City 
BMW,Automatic,Petrol,4400.0,89000,2007,7500000,7 Series
Toyota,Automatic,Petrol,4600.0,47500,2013,26000000,Land Cruiser
Audi,Automatic,Petrol,1800.0,34000,2016,12000000,A6 
Toyota,Automatic,Petrol,4600.0,45000,2015,33500000,Land Cruiser
Honda,Automatic,Petrol,1500.0,40000,2015,4275000,Vezel 
Toyota,Automatic,Petrol,2700.0,75000,2015,17900000,Prado 
Toyota,Automatic,Petrol,4600.0,12500,2019,51500000,Land Cruiser
Toyota,Automatic,Petrol,4608.0,41000,2016,36500000,Land Cruiser
Toyota,Automatic,Petrol,4600.0,22000,2018,42500000,Land Cruiser
Honda,Manual,Petrol,1600.0,100000,1999,960000,Civic 
Toyota,Automatic,Petrol,1800.0,72900,2014,2480000,Corolla 
Toyota,Automatic,Petrol,2700.0,85000,2015,16000000,Prado 
Toyota,Automatic,Petrol,4600.0,84000,2013,25800000,Land Cruiser
Honda,Manual,Petrol,1500.0,150000,1995,780000,Civic EG
Toyota,Automatic,Petrol,4600.0,52000,2012,23900000,Land Cruiser
Toyota,Automatic,Petrol,1500.0,105000,2018,3600000,Corolla Fielder
Mercedes,Automatic,Petrol,1600.0,17000,2020,14200000,Benz C
Suzuki,Automatic,Hybrid,660.0,145000,2018,2450000,Wagon R
Mercedes,Automatic,Petrol,1800.0,65000,2013,5500000,Benz C
Suzuki,Manual,Petrol,1000.0,280000,2007,775000,Alto 
Toyota,Automatic,Diesel,2800.0,21000,2019,7000000,Hilux 
Suzuki,Manual,CNG,800.0,80000,2010,795000,Ravi 
Toyota,Automatic,Petrol,1600.0,113000,2012,2050000,Corolla 
Honda,Manual,Petrol,1500.0,110000,2014,2060000,City 
Suzuki,Manual,Petrol,1000.0,102000,2016,1385000,Wagon R
Nissan,Automatic,Petrol,660.0,110000,2012,1320000,Moco 
Toyota,Manual,Petrol,1300.0,95000,2011,1900000,Corolla 
Suzuki,Manual,Petrol,800.0,75000,2014,675000,Mehran 
Honda,Automatic,Petrol,1500.0,17500,2019,5580000,Vezel 
Daihatsu,Automatic,Petrol,1000.0,75000,2015,1950000,Boon 
Suzuki,Manual,Petrol,1000.0,52000,2010,850000,Cultus 
Toyota,Automatic,Petrol,1300.0,16900,2019,3100000,Corolla 
Toyota,Automatic,Petrol,1300.0,70000,2015,2400000,Corolla 
Toyota,Automatic,Petrol,4600.0,64000,2013,25500000,Land Cruiser
Toyota,Manual,Petrol,1300.0,120000,2012,2000000,Corolla 
Hyundai,Manual,CNG,1000.0,12345,2004,695000,Santro 
Toyota,Manual,Petrol,1300.0,55000,2017,2750000,Corolla 
Toyota,Automatic,Petrol,1000.0,100000,2011,1600000,Passo 
Toyota,Manual,Diesel,2500.0,190600,2013,4500000,Hilux 
Honda,Manual,Petrol,1300.0,105000,2011,1850000,City 
Mercedes,Automatic,Petrol,1800.0,136000,2003,2050000,Benz C
Suzuki,Automatic,Petrol,1600.0,12000,2017,4000000,Vitara 
Toyota,Automatic,Petrol,1800.0,64000,2017,3600000,Corolla 
Suzuki,Manual,Petrol,800.0,250000,2011,500000,Bolan 
Audi,Automatic,Petrol,1800.0,112000,2014,5450000,A4 4th
Suzuki,Automatic,Petrol,1300.0,275000,1999,1365000,Jimny 
Toyota,Automatic,Petrol,2700.0,120000,2013,5400000,Fortuner 
Suzuki,Manual,Petrol,800.0,80000,2013,720000,Mehran 
Suzuki,Manual,Petrol,1000.0,85000,2010,910000,Cultus 
Toyota,Manual,Petrol,1300.0,100000,1998,900000,Corolla Indus
Toyota,Automatic,Petrol,1800.0,25000,2020,4050000,Corolla 
Toyota,Manual,Petrol,4000.0,123000,1996,2350000,Mark II
Honda,Automatic,Petrol,1500.0,110000,2016,2425000,City 
Toyota,Manual,Petrol,1300.0,300000,1990,600000,Corona 
Daihatsu,Manual,CNG,800.0,120000,2006,550000,Cuore 
Toyota,Automatic,Petrol,1000.0,65000,2002,770000,Duet 
Suzuki,Manual,Petrol,1000.0,65000,1983,775000,Potohar 
Toyota,Manual,Petrol,1300.0,150000,2015,2180000,Corolla 
Toyota,Manual,Petrol,1300.0,79000,2016,2400000,Corolla 
Honda,Automatic,Petrol,1800.0,42009,2018,3725000,Civic 
Honda,Automatic,Petrol,1500.0,46550,2017,3200000,BR-V 
Toyota,Manual,Petrol,1300.0,65000,2000,920000,Corolla 
Nissan,Automatic,Petrol,660.0,45000,2017,2050000,Dayz 
Suzuki,Automatic,Petrol,660.0,750000,2013,1470000,Alto 
Toyota,Manual,Petrol,1300.0,65000,2007,1095000,Corolla 9th
Toyota,Manual,Petrol,1300.0,15000,2021,2815000,Yaris 
Toyota,Automatic,Petrol,1800.0,52000,2018,3850000,Corolla 
Honda,Manual,Petrol,1300.0,100000,2004,1190000,City 
Toyota,Manual,Petrol,1600.0,68000,2002,1350000,Corolla 
Suzuki,Automatic,Petrol,660.0,100000,2015,1685000,Alto 
Honda,Automatic,Petrol,1800.0,123456,2008,3000000,Cross Road
Toyota,Manual,Petrol,1300.0,83000,2011,1800000,Corolla 
Honda,Manual,Petrol,2000.0,147000,2004,2700000,Accord 
Toyota,Manual,Petrol,1300.0,120000,2007,1330000,Corolla 9th
Toyota,Automatic,Petrol,1000.0,93000,2012,1760000,Vitz 
Nissan,Automatic,Petrol,660.0,162000,2015,1325000,Otti 
Toyota,Automatic,Petrol,1500.0,11600,2021,3100000,Yaris 
United,Manual,Petrol,800.0,64000,2019,810000,Bravo 
Toyota,Manual,Petrol,1300.0,90000,2014,1830000,Corolla 
Toyota,Automatic,Petrol,1300.0,95000,2005,1460000,Probox 
Toyota,Automatic,Petrol,1500.0,140000,1995,1350000,Corolla 
Nissan,Manual,Petrol,660.0,90000,2014,1350000,Clipper 
Toyota,Manual,Petrol,1300.0,384384,2007,980000,Corolla 9th
Toyota,Automatic,Petrol,1800.0,166000,2002,1750000,Allion 
Suzuki,Manual,Petrol,1000.0,150000,2011,900000,Alto 
Honda,Automatic,Petrol,1500.0,65400,2005,1150000,Civic Eagle
Toyota,Manual,Diesel,2000.0,200000,2004,1300000,Corolla 
Honda,Manual,Petrol,1500.0,39000,2016,2225000,City 
Suzuki,Manual,Petrol,1000.0,35000,2018,1650000,Wagon R
Mitsubishi,Automatic,Petrol,660.0,110000,1997,700000,Pajero Mini
Toyota,Manual,Petrol,1300.0,66000,2018,2835000,Corolla 
Suzuki,Manual,Petrol,1000.0,51500,2018,1675000,Wagon R
Toyota,Automatic,Petrol,1000.0,84000,2009,1440000,Vitz 
Suzuki,Automatic,Petrol,660.0,159000,2016,1620000,Every Wagon
Toyota,Automatic,Petrol,1500.0,175000,2007,2000000,Corolla Axio
Toyota,Manual,Petrol,1300.0,38627,2018,2725000,Corolla 
Toyota,Automatic,Diesel,3000.0,113000,2012,5000000,Hilux 
Suzuki,Manual,Petrol,1000.0,19000,2020,1710000,Wagon R
Honda,Manual,Petrol,1600.0,122000,2004,1350000,Civic 
Suzuki,Manual,Petrol,1000.0,100000,2011,1125000,Cultus 
Honda,Manual,Petrol,1600.0,166000,1999,850000,Civic 
Daihatsu,Manual,Petrol,800.0,68500,2005,630000,Cuore 
Toyota,Automatic,Hybrid,1500.0,91500,2014,2425000,Aqua 
Toyota,Automatic,Petrol,1500.0,300000,2004,2100000,Corolla 
Suzuki,Manual,Petrol,1000.0,64700,2008,800000,Cultus 
Toyota,Automatic,Petrol,1000.0,115000,2006,1550000,Vitz 
Toyota,Automatic,Petrol,1500.0,150000,1999,1750000,Corolla Indus
Toyota,Manual,Petrol,1300.0,129000,2012,1775000,Corolla 
Toyota,Automatic,Petrol,1800.0,33971,2018,3800000,Corolla 
Honda,Automatic,Petrol,660.0,41000,2015,2375000,S660 
Toyota,Automatic,Petrol,2700.0,37000,2018,8300000,Fortuner 
Toyota,Manual,Petrol,1300.0,104637,2014,2350000,Corolla 
Toyota,Manual,Petrol,1300.0,90000,2013,1675000,Corolla 
Suzuki,Manual,Petrol,1000.0,65000,1992,500000,Khyber 
Toyota,Manual,Petrol,1300.0,245698,2008,1410000,Corolla 
Suzuki,Manual,Petrol,1000.0,100000,2006,525000,Alto 
Toyota,Automatic,Petrol,2700.0,74000,1999,2970000,Surf 
Honda,Automatic,Petrol,1800.0,105000,2012,2125000,Civic 
Honda,Automatic,Hybrid,1300.0,180000,2006,1700000,Civic Hybrid
Suzuki,Automatic,Petrol,660.0,11000,2021,1825000,Alto 
Honda,Manual,Petrol,1600.0,250000,2003,1210000,Civic 
Toyota,Automatic,Petrol,1000.0,59000,2018,2730000,Vitz 
Hyundai,Manual,Petrol,1100.0,80000,2003,530000,Santro 
Toyota,Automatic,Petrol,1800.0,62000,2017,3680000,Corolla 
Honda,Manual,Petrol,1500.0,180000,1995,635000,Civic EG
Suzuki,Automatic,Petrol,660.0,83400,2011,1250000,Every 
Honda,Automatic,Hybrid,1500.0,78000,2015,4250000,Vezel 
Toyota,Automatic,Petrol,1000.0,62000,2017,2750000,Vitz 
Honda,Manual,Petrol,1300.0,95000,2012,2000000,City 
Toyota,Automatic,Hybrid,1500.0,59954,2015,2900000,Aqua 
Nissan,Manual,Petrol,1600.0,250000,1988,520000,Sunny 
Honda,Manual,Petrol,1300.0,118000,2012,1900000,City 
Honda,Automatic,Petrol,1800.0,15000,2020,4250000,Civic 
Toyota,Automatic,Petrol,1000.0,85000,2007,1235000,Passo 
Honda,Automatic,Petrol,2000.0,103000,2006,2200000,Accord 
Honda,Automatic,Petrol,1800.0,83001,2018,3650000,Civic 
Toyota,Automatic,Petrol,1000.0,57000,2018,2680000,Vitz 
Toyota,Manual,Petrol,1300.0,400000,1998,1000000,Corolla Indus
Toyota,Automatic,Petrol,2700.0,73000,2010,10800000,Prado 
Toyota,Automatic,Petrol,800.0,87685,2009,688000,Duet 
Changan,Manual,Petrol,1000.0,27000,2020,1530000,Karvaan 
Toyota,Manual,Petrol,1300.0,130000,2012,1900000,Corolla 
Suzuki,Manual,Petrol,1000.0,70000,2015,970000,Cultus 
Suzuki,Manual,Petrol,1000.0,81000,2013,1070000,Cultus 
Toyota,Manual,Petrol,1300.0,88000,2014,2200000,Corolla 
Toyota,Manual,Diesel,2000.0,175000,2008,1780000,Corolla 
Toyota,Manual,Petrol,1300.0,58000,2020,3250000,Corolla 
Nissan,Automatic,Petrol,3500.0,74000,2003,6000000,350Z 
Honda,Automatic,Petrol,1800.0,82000,2012,2200000,Civic 
Suzuki,Manual,Petrol,800.0,51000,2018,950000,Ravi 
Honda,Automatic,Petrol,1800.0,90000,2014,2750000,Civic Rebirth
Toyota,Manual,Petrol,1300.0,185000,2009,1500000,Corolla 
Honda,Automatic,Petrol,1800.0,135000,2012,2280000,Civic 
Honda,Manual,Petrol,660.0,193000,1991,1050000,Beat 
Toyota,Manual,Petrol,1300.0,104637,2014,2350000,Corolla 
Honda,Automatic,Petrol,1800.0,112500,2010,2100000,Civic Reborn
Toyota,Automatic,Diesel,2800.0,55000,2018,9100000,Fortuner 
Honda,Automatic,Petrol,1500.0,27000,2019,6650000,Insight 
Toyota,Automatic,Petrol,1000.0,135400,2012,1648999,Passo 
Toyota,Automatic,Diesel,2800.0,18000,2020,7350000,Hilux 
Honda,Automatic,Hybrid,1500.0,45899,2016,4950000,Vezel 
Suzuki,Manual,Petrol,800.0,27500,2020,1290000,Bolan 
Suzuki,Manual,Petrol,1000.0,100000,2006,630000,Cultus 
Toyota,Manual,Petrol,1300.0,35000,2004,950000,Corolla 
Suzuki,Manual,Petrol,1000.0,74000,2011,980000,Cultus 
Toyota,Automatic,Petrol,1300.0,90000,2014,2350000,Corolla 
Toyota,Automatic,Petrol,1300.0,81000,2016,2600000,Corolla 
Toyota,Manual,Petrol,1300.0,105000,2009,1680000,Corolla 
Honda,Automatic,Petrol,1300.0,97000,2003,1250000,City 
Suzuki,Manual,Petrol,800.0,77000,2018,950000,Mehran 
Honda,Automatic,Petrol,1800.0,80000,2008,1635000,Civic Reborn
Toyota,Manual,Petrol,1300.0,33000,2020,3050000,Corolla 
Toyota,Automatic,Petrol,1800.0,97000,2013,3050000,Prius 
Toyota,Manual,Petrol,1300.0,100000,2003,1300000,Corolla 
Toyota,Automatic,Petrol,1300.0,93000,1999,1350000,Corolla Indus
Toyota,Manual,Petrol,1300.0,94000,1994,1350000,Corolla 
Honda,Manual,Petrol,1600.0,120000,2005,1575000,Civic Eagle
Toyota,Automatic,Petrol,1300.0,155000,2006,1525000,Vitz 
Honda,Manual,Petrol,1500.0,115000,2014,1990000,City 
Suzuki,Manual,Petrol,1300.0,142000,2011,1250000,Swift 
Honda,Automatic,Petrol,1800.0,14000,2018,3780000,Civic 
Mitsubishi,Automatic,Petrol,660.0,141724,2016,1400000,Minicab Bravo
Toyota,Manual,Petrol,1300.0,170000,1998,1175000,Corolla Indus
Toyota,Automatic,Petrol,1300.0,48000,2017,2715000,Corolla 
Suzuki,Manual,Petrol,800.0,44000,2018,910000,Mehran 
Toyota,Automatic,Hybrid,1500.0,140000,2014,2325000,Aqua 
Honda,Automatic,Petrol,1800.0,216000,2013,2550000,Civic Rebirth
Honda,Automatic,Petrol,1800.0,126000,2009,1575000,Civic Reborn
Honda,Automatic,Petrol,1800.0,113000,2009,1425000,Civic Reborn
Honda,Automatic,Petrol,1800.0,36000,2015,3050000,Civic Rebirth
Honda,Automatic,Petrol,1800.0,88688,2009,1750000,Civic Reborn
Toyota,Automatic,Petrol,2700.0,47000,2017,7750000,Fortuner 
Suzuki,Manual,Petrol,800.0,88942,2013,760000,Mehran 
Toyota,Manual,Petrol,1300.0,24500,2011,2395000,Corolla 
Suzuki,Manual,Petrol,1000.0,190000,2011,850000,Alto 
Toyota,Manual,Diesel,2700.0,200000,1998,3250000,Prado 90
Mitsubishi,Automatic,Petrol,1000.0,133000,2012,1220000,Mirage 
Suzuki,Manual,Petrol,1300.0,82000,2008,2150000,Jimny 
Honda,Automatic,Petrol,1800.0,57000,2019,3950000,Civic 
Toyota,Automatic,Diesel,3000.0,90000,2017,6300000,Hilux 
Toyota,Manual,Petrol,1300.0,72800,2015,2425000,Corolla 
Toyota,Automatic,Petrol,1800.0,96018,2015,3360000,Prius 
Daihatsu,Automatic,Petrol,660.0,100000,2010,1000000,Hijet 
Honda,Automatic,Petrol,1500.0,15000,2019,4980000,Freed 
Suzuki,Manual,Petrol,800.0,88000,2019,880000,Mehran 
Suzuki,Manual,Petrol,1000.0,89000,2006,670000,Cultus 
Toyota,Automatic,Petrol,1800.0,130000,2006,1950000,ISIS 
Toyota,Manual,Petrol,1300.0,128000,2011,2200000,Corolla 
Suzuki,Manual,Petrol,800.0,65400,2011,980000,Bolan 
Suzuki,Manual,Petrol,800.0,75000,2015,800000,Mehran 
Toyota,Automatic,Petrol,1800.0,73000,2007,3600000,Premio 
Toyota,Automatic,Petrol,4700.0,120000,2003,8500000,Land Cruiser
Honda,Automatic,Petrol,2000.0,223000,2003,1689999,Accord 
Toyota,Automatic,Petrol,4000.0,80000,2012,16500000,Prado 
Honda,Automatic,Petrol,1800.0,127000,2008,1780000,Civic Reborn
Toyota,Automatic,Petrol,1300.0,90000,2015,2100000,Passo 
Toyota,Automatic,Petrol,1000.0,65000,2018,2720000,Vitz 
Daihatsu,Automatic,Petrol,660.0,70000,2017,2025000,Cast 
Audi,Automatic,Petrol,1800.0,69000,2014,6500000,A5 
Toyota,Automatic,Petrol,3400.0,84000,2003,6150000,Surf 
Honda,Automatic,Petrol,1800.0,93000,2016,2990000,Civic Rebirth
Honda,Automatic,Petrol,1300.0,70000,2018,2700000,City 
Suzuki,Manual,Petrol,800.0,55000,2016,819999,Mehran 
Honda,Manual,Petrol,1300.0,290000,2004,1050000,City 
Hyundai,Manual,Diesel,2600.0,15000,2021,2750000,H-100 
Suzuki,Manual,Petrol,800.0,45447,2015,750000,Ravi 
Suzuki,Manual,Petrol,1000.0,46731,2010,800000,Cultus 
Honda,Automatic,Petrol,1300.0,10000,2006,1220000,City 
Toyota,Manual,Petrol,1300.0,157000,2007,1480000,Corolla 9th
Honda,Automatic,Petrol,1800.0,90000,2017,3450000,Civic 
Toyota,Automatic,Petrol,1000.0,92000,2015,1800000,Passo 
Nissan,Automatic,Petrol,660.0,100000,2007,1120000,Pino 
Honda,Manual,Petrol,1600.0,200000,1999,985000,Civic 
Honda,Manual,Petrol,1300.0,54000,2015,2300000,City 
Honda,Manual,Petrol,1300.0,73000,2018,2350000,City 
Honda,Automatic,Petrol,1500.0,200000,1999,1150000,Civic 
Honda,Automatic,Petrol,1800.0,220000,2007,1520000,Civic Reborn
Suzuki,Manual,Petrol,1000.0,650000,2002,510000,Alto 
Toyota,Automatic,Petrol,1300.0,57000,2016,2575000,Corolla 
Suzuki,Manual,Petrol,1000.0,27500,2016,1350000,Cultus 
Honda,Manual,Petrol,1300.0,112000,2007,1165000,City 
Toyota,Automatic,Petrol,1000.0,25541,2018,2690000,Vitz 
Mitsubishi,Automatic,Petrol,1600.0,155254,2005,844999,Lancer 
Mercedes,Automatic,Petrol,2800.0,120000,1993,2200000,Benz E
Daihatsu,Manual,Petrol,660.0,100000,2009,1250000,Esse 
Suzuki,Manual,Petrol,1300.0,55000,2015,1550000,Swift 
Hyundai,Manual,Petrol,1000.0,142600,2006,799000,Santro 
Suzuki,Automatic,Hybrid,1200.0,88000,2016,2250000,Ignis 
Nissan,Manual,Petrol,1600.0,160800,2002,850000,Sunny 
Daihatsu,Automatic,Petrol,660.0,72000,2014,1600000,Mira 
Toyota,Automatic,Petrol,1600.0,39000,2017,3040000,Corolla 
Nissan,Manual,Diesel,2400.0,10001,2016,8000000,Navara 
Honda,Automatic,Petrol,1800.0,42500,2017,3600000,Civic 
Toyota,Automatic,Hybrid,1500.0,23285,2019,3775000,Aqua 
Daihatsu,Automatic,Petrol,660.0,73000,2013,1550000,Move 
Honda,Automatic,Petrol,1800.0,124000,2014,2750000,Civic Rebirth
Honda,Automatic,Petrol,1800.0,172000,2014,2380000,Civic Rebirth
Toyota,Automatic,Petrol,3400.0,125000,1996,2650000,Surf 
Honda,Automatic,Petrol,1800.0,24135,2018,3950000,Civic 
Honda,Automatic,Petrol,1800.0,127000,2014,2650000,Civic Rebirth
Toyota,Automatic,Petrol,1600.0,100000,2013,2400000,Corolla 
Honda,Automatic,Petrol,1800.0,115300,2009,1875000,Civic Reborn
Suzuki,Manual,Petrol,1300.0,190000,2004,740000,Baleno 
Toyota,Automatic,Petrol,1000.0,105000,2017,2525000,Vitz 
Hyundai,Automatic,Petrol,1000.0,180000,2003,650000,Santro 
Honda,Automatic,Petrol,2400.0,106500,2010,3350000,Accord 
Suzuki,Manual,Petrol,1000.0,83000,2013,985000,Cultus 
Lexus,Automatic,Hybrid,1800.0,96000,2010,3050000,CT200h 
Honda,Automatic,Petrol,1800.0,80000,2016,2850000,Civic Rebirth
Honda,Manual,Petrol,660.0,165000,2012,900000,Acty 
Suzuki,Manual,Petrol,1400.0,50000,2018,2200000,Ciaz 
Toyota,Automatic,Diesel,3000.0,200000,2000,2250000,Hilux 
Toyota,Automatic,Petrol,2400.0,145000,2003,3000000,Harrier 
Toyota,Automatic,Petrol,1000.0,25000,2019,2600000,Vitz 
Toyota,Manual,Petrol,1300.0,100000,1999,950000,Corolla Indus
Honda,Automatic,Petrol,1500.0,25000,2016,3725000,Freed 
Toyota,Automatic,Petrol,1500.0,49500,2018,4300000,Corolla Fielder
Toyota,Automatic,Petrol,1300.0,300000,1993,1200000,Corolla 
Toyota,Manual,Petrol,1300.0,28500,2017,2475000,Corolla 
Suzuki,Manual,Petrol,660.0,10000,2021,1670000,Alto 
Suzuki,Manual,Petrol,1000.0,100000,2011,680000,Alto 
Suzuki,Manual,Petrol,1000.0,16700,2021,1900000,Wagon R
Suzuki,Manual,Petrol,800.0,40000,2014,625000,Bolan 
Honda,Automatic,Hybrid,1500.0,125991,2015,2400000,Fit 
Honda,Automatic,Petrol,1800.0,40000,2018,3785000,Civic 
Toyota,Automatic,Petrol,1300.0,39000,2016,2650000,Corolla 
Toyota,Automatic,Petrol,4600.0,35000,2016,31500000,Land Cruiser
Suzuki,Manual,Petrol,1300.0,275000,2007,950000,Liana 
Suzuki,Manual,Petrol,1000.0,299000,2008,700000,Alto 
