Make,Transmission,Engine Type,Engine Capacity(CC),Mileage(kms),Year,Price,Model
Toyota,Automatic,Petrol,1000.0,140000,2004,1300000,Vitz 
Toyota,Manual,Petrol,1300.0,65000,2001,1050000,Corolla 
Honda,Manual,Petrol,1300.0,83000,2017,2250000,City 
Toyota,Manual,Petrol,1600.0,300000,2003,1260000,Corolla 
Honda,Automatic,Petrol,660.0,65000,2016,1850000,N Wgn
Honda,Manual,Petrol,1500.0,150000,1995,650000,Civic EG
Honda,Automatic,Petrol,1300.0,15000,2018,2590000,City 
Hyundai,Manual,Diesel,2800.0,113000,2003,1250000,Shehzore 
Honda,Manual,Petrol,1300.0,199091,2005,1250000,City 
Toyota,Automatic,Petrol,1000.0,154000,2011,1750000,Passo 
Suzuki,Manual,Petrol,800.0,109000,2013,760000,Mehran 
Toyota,Automatic,Petrol,1500.0,100000,2004,2800000,Corolla 
Honda,Manual,Petrol,1300.0,12348,2001,900000,City 
Suzuki,Manual,Petrol,1000.0,80000,2012,1150000,Cultus 
Audi,Automatic,Petrol,1200.0,20000,2018,5600000,A3 
Toyota,Automatic,Diesel,3000.0,70000,2017,6500000,Hilux 
Toyota,Manual,Petrol,1300.0,125000,2009,1700000,Corolla 
Toyota,Automatic,Petrol,2700.0,68000,2014,5500000,Fortuner 
FAW,Manual,Petrol,1300.0,74000,2018,1450000,V2 
Toyota,Automatic,Petrol,1800.0,23000,2015,3300000,Corolla 
Honda,Automatic,Petrol,1800.0,125000,2007,1630000,Civic Reborn
Toyota,Automatic,Diesel,4200.0,194371,2002,5500000,Land Cruiser
Toyota,Automatic,Petrol,2700.0,51000,2004,8250000,Prado 120
Toyota,Automatic,Petrol,1600.0,70000,2018,3350000,Corolla 
Honda,Automatic,Petrol,1500.0,93622,2016,4300000,Vezel 
Audi,Automatic,Petrol,1800.0,45000,2017,13600000,A6 4th
Honda,Automatic,Petrol,1300.0,225000,2003,1190000,City 
Daihatsu,Automatic,Petrol,660.0,68000,2015,1470000,Mira 
Honda,Manual,Petrol,1300.0,110000,2016,2360000,City 
Suzuki,Manual,Petrol,1000.0,123459,2018,1760000,Cultus 
Mitsubishi,Manual,Diesel,2500.0,128000,1985,900000,Pajero 
Honda,Automatic,Petrol,1500.0,52000,2018,2700000,City 
Suzuki,Manual,CNG,1000.0,200000,2009,825000,Cultus 
Suzuki,Manual,Petrol,1300.0,53000,2017,1730000,Swift 
Honda,Automatic,Petrol,1800.0,55228,2020,4100000,Civic 
Toyota,Automatic,Petrol,1000.0,150000,2007,1630000,Vitz 
Honda,Manual,Petrol,1300.0,183000,2004,1190000,City 
Toyota,Automatic,Petrol,1500.0,54000,2016,5500000,Premio 
Toyota,Automatic,Petrol,1600.0,98800,2014,2230000,Corolla 
Suzuki,Manual,Petrol,1600.0,244000,2001,790000,Baleno 
Suzuki,Manual,Petrol,800.0,80000,2016,825000,Mehran 
Toyota,Automatic,Petrol,2500.0,161700,2013,5900000,Camry XV50
Toyota,Automatic,Petrol,1300.0,81000,2015,2750000,Corolla 
Toyota,Manual,Petrol,4500.0,12712,1984,1900000,Fj Cruiser
Mercedes,Automatic,Petrol,1800.0,200000,2007,2900000,Benz C
Toyota,Manual,Petrol,1300.0,57000,2016,2375000,Corolla 
Toyota,Manual,Petrol,1300.0,67000,2018,2850000,Corolla 
Daihatsu,Automatic,Petrol,800.0,65059,2009,1075000,Cuore 
Toyota,Automatic,Petrol,1600.0,88000,2009,2350000,Corolla 
Honda,Manual,Petrol,1300.0,192141,2008,1270000,City 
Suzuki,Manual,CNG,1300.0,65000,2006,750000,Liana 
Toyota,Automatic,Petrol,1800.0,75000,2014,3550000,Prius 
Honda,Manual,Petrol,1300.0,62000,2003,1050000,City 
Toyota,Manual,Petrol,1300.0,51000,2020,3150000,Corolla 
Toyota,Automatic,Diesel,3000.0,65000,2001,3500000,Surf 
Suzuki,Manual,Petrol,800.0,69000,2014,660000,Bolan 
Toyota,Manual,Petrol,1300.0,65000,2007,1200000,Corolla 9th
Honda,Automatic,Petrol,1600.0,110011,2000,1250000,Civic 
Suzuki,Manual,Petrol,1000.0,39600,2016,1200000,Cultus 
Toyota,Manual,Petrol,1300.0,68650,2014,2300000,Corolla 
Toyota,Manual,Petrol,1500.0,170000,1991,1400000,Corolla 
Suzuki,Manual,Petrol,800.0,96123,2013,786000,Mehran 
Daihatsu,Automatic,Petrol,660.0,55000,2014,1500000,Move 
Suzuki,Manual,Petrol,1000.0,65000,2005,790000,Cultus 
Toyota,Automatic,Petrol,2700.0,29000,2017,20000000,Prado 
Toyota,Automatic,Petrol,4700.0,230000,2004,9000000,Land Cruiser
Honda,Automatic,Petrol,1600.0,51400,2002,1390000,Civic 
Suzuki,Manual,Petrol,1000.0,150000,2006,610000,Alto 
Toyota,Automatic,Hybrid,1800.0,57000,2017,5795000,C-HR 
Toyota,Automatic,Petrol,4608.0,23000,2016,36800000,Land Cruiser
Toyota,Automatic,Petrol,3400.0,90000,2001,4250000,Prado 90
Suzuki,Manual,Petrol,1300.0,55000,2017,1780000,Swift 
Nissan,Automatic,Petrol,1500.0,74000,2010,2190000,Juke 
Honda,Manual,Petrol,1300.0,58000,2016,2125000,City 
Toyota,Manual,Petrol,1300.0,100000,1984,650000,Corolla 
Honda,Automatic,Petrol,1800.0,107000,2013,2480000,Civic Rebirth
Toyota,Automatic,Diesel,2400.0,250000,1990,2400000,Prado 
Honda,Manual,Petrol,1800.0,250000,2007,1440000,Civic Reborn
Toyota,Automatic,Petrol,2700.0,189000,2003,5600000,Prado 120
Nissan,Automatic,Hybrid,1200.0,65000,2018,3300000,Note 
Suzuki,Manual,CNG,1000.0,200000,2008,600000,Alto 
Toyota,Manual,Petrol,1300.0,100000,2006,1150000,Corolla 9th
Mitsubishi,Automatic,Petrol,660.0,80000,2011,1230000,Ek Wagon
Suzuki,Automatic,Petrol,660.0,81958,2014,1500000,Alto 
Suzuki,Manual,Petrol,1300.0,46000,2016,1600000,Swift 
Toyota,Automatic,Petrol,1000.0,70000,2015,1970000,Passo 
Toyota,Automatic,Petrol,2500.0,92000,2005,3150000,Mark X
Hyundai,Manual,Petrol,1000.0,153000,2003,590000,Santro 
Honda,Manual,Petrol,1600.0,282000,2006,1180000,Civic 
Suzuki,Manual,Petrol,800.0,90000,2014,770000,Mehran 
Daihatsu,Manual,Petrol,800.0,150000,2008,825000,Cuore 
Toyota,Manual,Petrol,1300.0,105000,2016,2300000,Corolla 
Honda,Automatic,Hybrid,1300.0,150000,2011,1925000,Fit 
Toyota,Automatic,Petrol,1600.0,124500,2017,3150000,Corolla 
Suzuki,Manual,Petrol,1000.0,450000,2002,899000,Potohar 
Toyota,Automatic,Petrol,1600.0,140000,2003,1325000,Corolla 
Suzuki,Manual,Petrol,1300.0,66000,2018,1789999,Swift 
Audi,Automatic,Petrol,1800.0,74000,2016,10500000,A6 4th
Toyota,Automatic,Petrol,2700.0,87788,2013,13799999,Prado 
Honda,Automatic,Hybrid,1500.0,129000,2013,2250000,Fit 
Suzuki,Manual,Petrol,1000.0,24000,2016,1430000,Cultus 
Toyota,Manual,Petrol,1300.0,304672,1997,900000,Corolla Indus
Honda,Manual,Petrol,1800.0,90000,2008,1450000,Civic Reborn
Suzuki,Manual,Petrol,1000.0,65000,2014,1090000,Cultus 
Honda,Automatic,Petrol,1800.0,80000,2015,2950000,Civic Rebirth
Toyota,Automatic,Petrol,2700.0,135000,2007,6700000,Prado 120
Toyota,Automatic,Diesel,2800.0,80000,2019,9700000,Fortuner 
Toyota,Automatic,Petrol,3000.0,132000,2005,4600000,Crown 
Toyota,Automatic,Petrol,1600.0,168290,2013,2300000,Corolla 
Toyota,Automatic,Petrol,2700.0,59000,2013,16000000,Prado 
Honda,Manual,Petrol,1300.0,85000,2018,2340000,City 
Suzuki,Manual,Petrol,800.0,500000,2012,610000,Bolan 
Honda,Manual,Petrol,1300.0,76500,2015,2320000,City 
Toyota,Automatic,Petrol,1800.0,25500,2020,4300000,Corolla 
Toyota,Manual,Petrol,1300.0,108000,2015,2300000,Corolla 
Suzuki,Manual,Petrol,800.0,23000,2019,1025000,Mehran 
Toyota,Manual,Petrol,1300.0,150000,2000,900000,Corolla 
Toyota,Automatic,Petrol,1000.0,98000,2007,1520000,Vitz 
Suzuki,Manual,Petrol,800.0,220000,2011,690000,Mehran 
Suzuki,Automatic,Petrol,1600.0,74000,2017,3900000,Vitara 
Honda,Automatic,Petrol,1800.0,100000,2013,2500000,Civic Rebirth
Nissan,Automatic,Petrol,660.0,209000,2017,1515000,Clipper 
Honda,Automatic,Petrol,1800.0,139000,2012,2650000,Civic 
Toyota,Manual,Petrol,1300.0,300000,2004,1150000,Corolla 
Honda,Automatic,Petrol,1600.0,20000,2000,1280000,Civic 
Toyota,Automatic,Petrol,1800.0,147000,2010,2375000,Prius 
Toyota,Automatic,Petrol,1800.0,47000,2017,3565000,Corolla 
Suzuki,Manual,Petrol,1000.0,25797,2019,2015000,Cultus 
Toyota,Automatic,Petrol,1300.0,77000,2015,2500000,Corolla 
Toyota,Manual,CNG,1300.0,100000,1986,500000,Corolla 
Toyota,Manual,Petrol,1300.0,26800,2020,2675000,Yaris 
Honda,Manual,Petrol,1500.0,67000,2018,2450000,City 
Toyota,Automatic,Petrol,1800.0,59000,2017,3650000,Corolla 
Toyota,Manual,Petrol,1300.0,100000,2004,1450000,Corolla 
Suzuki,Manual,Petrol,1000.0,63000,2017,1680000,Wagon R
Toyota,Manual,Petrol,1300.0,68000,2016,2570000,Corolla 
Toyota,Automatic,Petrol,1000.0,200000,2010,1700000,Vitz 
Toyota,Manual,Diesel,2400.0,150000,1987,1600000,Prado 
Toyota,Automatic,Hybrid,1500.0,205000,2014,2300000,Aqua 
Nissan,Automatic,Petrol,660.0,36000,2017,2050000,Dayz Highway
Toyota,Manual,CNG,1300.0,142000,2011,1725000,Corolla 
Daihatsu,Automatic,Petrol,660.0,21640,2018,2150000,Move 
Honda,Automatic,Petrol,1300.0,32500,2018,2670000,City 
Suzuki,Manual,Petrol,1000.0,51000,2012,1150000,Cultus 
Suzuki,Manual,Petrol,800.0,25000,2020,1350000,Bolan 
Toyota,Automatic,Petrol,1800.0,75500,2013,3050000,Prius 
Suzuki,Manual,Petrol,1000.0,100000,2008,725000,Cultus 
Suzuki,Manual,Petrol,800.0,75000,2015,835000,Bolan 
Honda,Manual,Petrol,1600.0,90000,1999,920000,Civic 
Honda,Automatic,Petrol,1800.0,75000,2018,3650000,Civic 
Toyota,Manual,Petrol,1300.0,200000,1997,1250000,Corolla Indus
Honda,Manual,Petrol,1300.0,56000,2018,2500000,City 
Honda,Manual,Petrol,1300.0,96000,2013,2190000,City 
Honda,Manual,Petrol,1600.0,100000,1999,925000,Civic 
Honda,Manual,Petrol,2200.0,69000,1992,550000,Accord 
Honda,Automatic,Petrol,1500.0,118450,2015,4000000,Vezel 
Suzuki,Manual,Petrol,800.0,79000,2012,785000,Bolan 
Suzuki,Manual,Petrol,1000.0,33000,2018,1739999,Wagon R
Honda,Automatic,Petrol,2400.0,135000,2005,2400000,Accord 
Toyota,Automatic,Petrol,1800.0,10000,2010,2350000,Corolla 
Toyota,Automatic,Petrol,1500.0,80000,2011,3150000,Rush 
Honda,Automatic,Petrol,1800.0,28000,2020,3980000,Civic 
Suzuki,Manual,Petrol,1000.0,100000,2008,700000,Cultus 
Honda,Automatic,Petrol,1800.0,59000,2018,4000000,Civic 
Toyota,Manual,Petrol,1300.0,100000,1984,600000,Van 
Hyundai,Manual,Petrol,1000.0,89744,2006,760000,Santro 
Toyota,Automatic,Petrol,1300.0,185000,2006,1550000,Belta 
Toyota,Automatic,Petrol,1500.0,15000,2007,2300000,Corolla Fielder
Toyota,Automatic,Petrol,1000.0,45000,2019,2850000,Vitz 
Toyota,Automatic,Hybrid,1800.0,42000,2017,6200000,C-HR 
Suzuki,Manual,Petrol,1000.0,62000,2018,1575000,Wagon R
Suzuki,Manual,Petrol,1000.0,98800,2010,810000,Alto 
Toyota,Manual,Petrol,1600.0,179000,2003,1250000,Corolla 
Honda,Automatic,Petrol,1300.0,177000,2009,1900000,Fit 
Toyota,Automatic,Petrol,2700.0,13400,2018,21500000,Prado 
Honda,Automatic,Petrol,1500.0,91000,2015,3800000,Vezel 
Honda,Manual,Petrol,1500.0,273044,2004,1100000,Civic 
Suzuki,Manual,Petrol,800.0,37000,2019,1095000,Mehran 
Suzuki,Manual,Petrol,800.0,39000,2019,1090000,Mehran 
Honda,Automatic,Petrol,2400.0,128891,2004,1675000,Accord 
Honda,Manual,Petrol,1600.0,175000,2006,1320000,Civic 
Toyota,Automatic,Petrol,1600.0,19000,2021,3710000,Corolla 
Toyota,Automatic,Petrol,4600.0,46800,2017,38000000,Land Cruiser
Daihatsu,Automatic,Petrol,660.0,277000,2011,1000000,Hijet 
Suzuki,Manual,Petrol,800.0,135000,2012,550000,Bolan 
Suzuki,Manual,Petrol,800.0,80658,2007,590000,Ravi 
Honda,Automatic,Petrol,1800.0,96000,2012,2450000,Civic 
Honda,Automatic,Petrol,1500.0,110000,2017,2900000,BR-V 
Honda,Manual,Petrol,1800.0,149000,2008,1390000,Civic Reborn
Mitsubishi,Manual,Petrol,1500.0,80000,1990,500000,Lancer 
Honda,Automatic,Petrol,1500.0,112000,2016,3329999,Civic Rebirth
Suzuki,Manual,Petrol,1000.0,50000,2006,660000,Cultus 
Toyota,Manual,Petrol,1600.0,94000,2012,2870000,Corolla 
Honda,Manual,Petrol,1300.0,88000,2018,2200000,City 
Toyota,Automatic,Petrol,3400.0,97500,2004,6790000,Prado 120
Willys,Manual,Diesel,2800.0,200001,1965,600000,M38 
Honda,Automatic,Petrol,1800.0,55000,2017,3579999,Civic 
Suzuki,Manual,Petrol,800.0,500000,2012,565000,Bolan 
Honda,Manual,Petrol,1300.0,57500,2019,2500000,City 
Toyota,Manual,Petrol,1300.0,66000,2017,2500000,Corolla 
Honda,Manual,Petrol,1300.0,105316,2018,2250000,City 
Honda,Manual,Petrol,1300.0,30000,2018,2380000,City 
Suzuki,Manual,Petrol,660.0,116000,2017,815000,Mehran 
Honda,Automatic,Hybrid,1500.0,82000,2016,4650000,Vezel 
Suzuki,Manual,Petrol,1000.0,27000,2016,1285000,Cultus 
Toyota,Automatic,Petrol,1000.0,26000,2018,2600000,Roomy 
Toyota,Automatic,Petrol,2700.0,50000,2012,11500000,Prado 
Nissan,Manual,Petrol,1300.0,178000,2005,1050000,Sunny 
Suzuki,Manual,Petrol,1000.0,165000,2009,900000,Cultus 
Toyota,Manual,Petrol,1300.0,86000,2016,2450000,Corolla 
Toyota,Manual,Petrol,1300.0,120000,2018,2850000,Corolla 
Suzuki,Manual,Petrol,1000.0,100000,2005,600000,Cultus 
Toyota,Manual,Petrol,1600.0,125000,2013,2100000,Corolla 
Toyota,Automatic,Petrol,1000.0,21000,2018,2450000,Passo 
Suzuki,Manual,Petrol,800.0,55000,2013,875000,Mehran 
Honda,Automatic,Petrol,1800.0,50000,2017,3675000,Civic 
Honda,Manual,Petrol,1500.0,300000,2005,1020000,Civic Eagle
Toyota,Manual,Diesel,2000.0,350000,2003,1250000,Corolla 
Honda,Automatic,Petrol,1800.0,80000,2017,3600000,Civic 
Suzuki,Automatic,Petrol,660.0,110000,2007,1100000,Every Wagon
Suzuki,Manual,Petrol,1000.0,100000,2015,1325000,Cultus 
Honda,Automatic,Petrol,1800.0,97000,2008,1730000,Civic Reborn
Toyota,Automatic,Petrol,1800.0,86750,2014,2775000,Corolla 
Suzuki,Manual,Diesel,660.0,100000,2021,2000000,Alto 
Toyota,Manual,Petrol,1300.0,150000,2017,2600000,Corolla 
Toyota,Automatic,Petrol,1800.0,53000,2018,3585000,Corolla 
Suzuki,Manual,Petrol,800.0,100000,2016,819999,Mehran 
Nissan,Automatic,Petrol,660.0,75000,2007,1150000,Moco 
Honda,Automatic,Petrol,1600.0,100000,1999,950000,Civic 
Honda,Automatic,Petrol,1800.0,32000,2020,4300000,Civic 
Toyota,Automatic,Petrol,4600.0,96000,2012,22000000,Land Cruiser
Nissan,Automatic,Diesel,2800.0,75000,1997,3600000,Safari 
Honda,Automatic,Hybrid,1500.0,65000,2015,3975000,Vezel 
Toyota,Manual,Petrol,1300.0,65000,2018,3100000,Corolla 
Honda,Automatic,Hybrid,1500.0,90000,2014,2485000,Fit 
Suzuki,Manual,Petrol,1000.0,70000,2012,1000000,Cultus 
Toyota,Automatic,Diesel,2800.0,61000,2018,8500000,Fortuner 
Toyota,Manual,Petrol,1300.0,135000,2011,1600000,Corolla 
Toyota,Automatic,Petrol,1800.0,74000,2016,2950000,Corolla 
Honda,Manual,Petrol,1800.0,170000,2007,1450000,Civic Reborn
Hyundai,Automatic,Petrol,2400.0,165000,2008,2275000,Sonata 
Honda,Manual,Petrol,1600.0,135690,1998,650000,Civic EK
Nissan,Manual,Petrol,2800.0,30000,2016,38000000,Patrol 
Toyota,Automatic,Petrol,1300.0,45000,2019,2925000,Corolla 
Honda,Automatic,Petrol,1300.0,28000,2019,2625000,City 
Toyota,Automatic,Petrol,1800.0,55400,2018,3800000,Corolla 
Toyota,Automatic,Petrol,1000.0,70000,2013,1810000,Vitz 
Suzuki,Manual,Petrol,1000.0,60000,2011,875000,Cultus 
Mitsubishi,Automatic,Petrol,3500.0,194000,1997,3000000,Pajero 
Honda,Automatic,Hybrid,1500.0,99000,2014,3500000,Vezel 
Toyota,Automatic,Petrol,1300.0,21000,2019,3375000,Corolla 
KIA,Automatic,Petrol,2000.0,14000,2020,5580000,Sportage 
Honda,Automatic,Petrol,1800.0,109000,2015,2445000,Civic Rebirth
Suzuki,Manual,Petrol,1000.0,37423,1996,985000,Potohar 
Toyota,Automatic,Petrol,3400.0,100000,1997,3200000,Surf 
Honda,Automatic,Petrol,1800.0,17000,2020,4175000,Civic 
Toyota,Manual,Petrol,1300.0,188000,2008,1340000,Corolla 
Toyota,Automatic,Petrol,2700.0,132000,2003,5800000,Prado 120
Toyota,Manual,Petrol,1300.0,100000,2001,840000,Corolla 
Suzuki,Manual,Petrol,1000.0,154000,2010,660000,Alto 
Toyota,Automatic,Petrol,1600.0,24000,2018,3450000,Corolla 
Honda,Automatic,Petrol,1800.0,97000,2018,3690000,Civic 
Suzuki,Manual,Petrol,1000.0,200000,2007,660000,Cultus 
Nissan,Automatic,Petrol,660.0,100000,2013,1050000,Clipper 
KIA,Automatic,Petrol,2000.0,14500,2019,5075000,Sportage 
Toyota,Automatic,Petrol,3000.0,85000,2005,5500000,Crown 
Mazda,Automatic,Petrol,2000.0,100000,1988,800000,Luce 
Suzuki,Manual,Petrol,1000.0,190000,2006,680000,Cultus 
Toyota,Automatic,Petrol,1000.0,30000,2018,2800000,Vitz 
Toyota,Manual,Petrol,1300.0,30000,2021,2750000,Yaris 
Toyota,Automatic,Petrol,1600.0,105000,2013,2660000,Corolla 
Toyota,Automatic,Petrol,1000.0,114362,2010,1725000,Belta 
Toyota,Automatic,Petrol,1500.0,98000,2014,2400000,Aqua 
Honda,Manual,Petrol,1300.0,10130,2019,2650000,City 
Honda,Automatic,Petrol,1800.0,35000,2019,4000000,Civic 
Suzuki,Manual,Petrol,1000.0,80000,2011,850000,Cultus 
Toyota,Automatic,Hybrid,1500.0,65000,2017,4400000,Corolla Axio
Toyota,Automatic,Petrol,3000.0,54000,1993,1475000,Crown 
Honda,Automatic,Petrol,1500.0,150000,2005,1475000,Civic Eagle
Mercedes,Automatic,Petrol,2300.0,112000,1997,1410000,Benz E
Toyota,Automatic,Petrol,1000.0,91000,2017,2225000,Vitz 
Suzuki,Manual,Petrol,1000.0,64000,2019,1720000,Cultus 
Toyota,Manual,Petrol,1600.0,196000,1996,940000,Corolla Indus
Honda,Automatic,Petrol,1800.0,43250,2021,4500000,Civic 
Honda,Manual,Petrol,1300.0,219000,2005,1100000,City 
Toyota,Manual,Petrol,1300.0,125000,2009,1700000,Corolla 
Toyota,Automatic,Petrol,2700.0,18900,2021,9000000,Fortuner 
Suzuki,Manual,CNG,1000.0,147929,2006,550000,Alto 
Mitsubishi,Manual,Petrol,1300.0,400000,2005,1100000,Lancer 
Toyota,Manual,Petrol,1300.0,80000,2016,2720000,Corolla 
Toyota,Automatic,Petrol,2500.0,100000,2005,2575000,Mark X
Toyota,Manual,Petrol,1300.0,180000,2011,1580000,Corolla 
Honda,Manual,Petrol,1800.0,94000,2015,2550000,Civic Rebirth
Suzuki,Manual,Petrol,1000.0,56000,2017,1575000,Wagon R
Toyota,Automatic,Petrol,3000.0,115000,2004,4800000,Crown 
Toyota,Manual,Petrol,1300.0,200000,2008,1350000,Corolla 
Toyota,Manual,Petrol,1300.0,150000,2012,1870000,Corolla 
Honda,Manual,Petrol,1600.0,100000,1999,880000,Civic 
Toyota,Automatic,Petrol,1000.0,28115,2018,2350000,Passo 
Suzuki,Automatic,Petrol,660.0,90000,2012,1520000,Every Wagon
Toyota,Automatic,Petrol,1000.0,125000,2008,1425000,Vitz 
Suzuki,Manual,CNG,1000.0,147929,2006,550000,Alto 
Honda,Automatic,Petrol,1500.0,100000,2000,1125000,Civic 
Toyota,Automatic,Petrol,3400.0,90000,2004,8600000,Prado 120
Suzuki,Manual,Petrol,1000.0,90000,2008,815000,Cultus 
Honda,Automatic,Petrol,1800.0,67000,2017,3650000,Civic 
Daihatsu,Manual,Petrol,800.0,87000,2002,600000,Cuore 
Toyota,Automatic,Petrol,1300.0,41000,2019,3275000,Corolla 
Toyota,Automatic,Petrol,1000.0,70000,2018,2850000,Vitz 
Mitsubishi,Manual,Diesel,2500.0,247000,1989,940000,Pajero 
Honda,Automatic,Petrol,1600.0,202299,1989,540000,Accord 
Mitsubishi,Manual,Diesel,2500.0,247000,1989,940000,Pajero 
Toyota,Manual,Petrol,1300.0,165000,2012,1650000,Corolla 
Suzuki,Automatic,Petrol,660.0,112000,2017,1725000,Every 
Suzuki,Manual,Petrol,1000.0,120000,2009,890000,Cultus 
Toyota,Automatic,Hybrid,1800.0,56000,2016,5500000,C-HR 
Honda,Automatic,Petrol,1800.0,140000,2014,2600000,Civic Rebirth
Toyota,Automatic,Petrol,1800.0,82000,2006,2080000,Corolla 9th
Honda,Manual,Petrol,1300.0,47000,2019,2490000,City 
Toyota,Automatic,Petrol,1500.0,107000,2016,3650000,Corolla Fielder
Suzuki,Manual,Petrol,800.0,96000,2014,710000,Mehran 
Suzuki,Manual,Petrol,800.0,75000,2017,925000,Mehran 
Daihatsu,Automatic,Petrol,660.0,91244,2013,1450000,Mira 
Honda,Automatic,Petrol,1800.0,35000,2019,3900000,Civic 
Toyota,Automatic,Petrol,1500.0,65000,2007,2600000,Corolla Axio
Toyota,Automatic,Petrol,2700.0,99000,2012,12000000,Prado 
BMW,Automatic,Petrol,1500.0,27090,2018,14700000,3 Series
Toyota,Manual,Petrol,1300.0,140000,1998,890000,Corolla Indus
Toyota,Manual,Petrol,1300.0,68000,2017,2725000,Corolla 
Toyota,Automatic,Petrol,2700.0,58000,2015,16200000,Prado 
Toyota,Automatic,Petrol,2700.0,78000,2015,11600000,Prado 
Hyundai,Manual,Petrol,1100.0,70000,2006,715000,Santro 
Toyota,Manual,Petrol,1300.0,109500,2009,1540000,Corolla 
Toyota,Manual,Petrol,1300.0,60000,2018,2600000,Corolla 
Suzuki,Manual,Petrol,800.0,40000,2014,750000,Mehran 
Toyota,Manual,Petrol,1300.0,61000,2015,2600000,Corolla 
Honda,Automatic,Petrol,1800.0,80000,2019,3850000,Civic 
Toyota,Manual,Diesel,2400.0,250000,1996,1990000,Hilux 
Suzuki,Manual,Petrol,1000.0,105000,2007,844999,Cultus 
Honda,Manual,Petrol,1300.0,100000,1998,630000,City 
Suzuki,Manual,Petrol,800.0,50000,2015,880000,Bolan 
Honda,Automatic,Petrol,1800.0,70000,2016,3200000,Civic Rebirth
Honda,Manual,Petrol,1500.0,18000,1995,650000,Civic EG
Honda,Automatic,Petrol,1800.0,110000,2015,2975000,Civic Rebirth
Suzuki,Automatic,Petrol,1600.0,75000,2018,3550000,Vitara 
Toyota,Manual,Petrol,1300.0,80000,2010,1600000,Corolla 
Toyota,Manual,Petrol,1300.0,125000,2014,2100000,Corolla 
Toyota,Manual,Petrol,1300.0,200000,1999,850000,Corolla Indus
Hyundai,Manual,Petrol,1000.0,77000,2008,890000,Santro 
Honda,Automatic,Petrol,1800.0,85000,2015,2950000,Civic Rebirth
Mitsubishi,Manual,Petrol,1300.0,28000,2005,900000,Lancer 
Toyota,Manual,Petrol,1300.0,74800,2013,2150000,Corolla 
Honda,Automatic,Petrol,660.0,60000,2015,1750000,N Wgn
Hyundai,Manual,Petrol,1000.0,112000,2007,795000,Santro 
Daihatsu,Automatic,Petrol,660.0,95000,2012,1230000,Hijet 
Suzuki,Manual,Petrol,1000.0,80000,2007,785000,Cultus 
Suzuki,Manual,Petrol,1000.0,123000,2002,700000,Cultus 
Toyota,Automatic,Petrol,1000.0,85000,2006,1550000,Vitz 
Honda,Manual,Petrol,1600.0,150000,2005,1330000,Civic Eagle
Daihatsu,Automatic,Petrol,660.0,155000,2007,1460000,Terios Kid
Suzuki,Manual,Petrol,1000.0,98000,2013,1150000,Cultus 
Honda,Automatic,Petrol,1800.0,76000,2015,2650000,Civic Rebirth
Toyota,Automatic,Diesel,3000.0,150000,1996,3500000,Prado 90
Honda,Manual,Petrol,1300.0,136000,2011,1695000,City 
Honda,Automatic,Petrol,2000.0,234000,1996,2000000,CR-V 
Nissan,Automatic,Petrol,660.0,150000,2011,1475000,Roox 
Suzuki,Manual,Petrol,800.0,99000,2013,800000,Bolan 
Toyota,Automatic,Petrol,2000.0,105000,2001,2000000,Rav4 
BMW,Automatic,Petrol,4400.0,98000,2002,2850000,7 Series
Toyota,Automatic,Petrol,1000.0,127000,2010,1700000,Passo 
Audi,Automatic,Petrol,2000.0,100000,2009,4000000,A4 4th
Mitsubishi,Automatic,Petrol,660.0,140000,2009,875000,Minicab Bravo
Suzuki,Manual,Petrol,1000.0,75000,2012,660000,Bolan 
Honda,Manual,Petrol,1800.0,60000,2010,2100000,Civic Reborn
Honda,Automatic,Hybrid,1500.0,75000,2014,3800000,Vezel 
Toyota,Automatic,Petrol,1600.0,79000,2017,2900000,Corolla 
Toyota,Automatic,Hybrid,1800.0,25000,2017,5400000,C-HR 
Honda,Manual,Petrol,1500.0,252000,2005,1200000,Civic Eagle
Honda,Manual,Petrol,1800.0,68000,2010,2200000,Civic Reborn
Toyota,Automatic,Petrol,4700.0,100000,2000,6800000,Land Cruiser
Toyota,Automatic,Hybrid,1500.0,41000,2018,3229999,Aqua 
Suzuki,Manual,Petrol,1000.0,86000,2014,1170000,Cultus 
Toyota,Automatic,Petrol,1000.0,150000,2008,1600000,Vitz 
Suzuki,Manual,Petrol,1000.0,79856,2015,1080000,Cultus 
KIA,Automatic,Petrol,2000.0,13000,2020,5425000,Sportage 
Toyota,Manual,Petrol,1300.0,100000,2011,1650000,Corolla 
Honda,Automatic,Petrol,1800.0,230000,2007,1580000,Civic Reborn
Toyota,Manual,Diesel,2000.0,38000,2010,2350000,Corolla 
Toyota,Automatic,Petrol,1000.0,90000,2012,1670000,Vitz 
Toyota,Automatic,Petrol,1000.0,47000,2018,2775000,Vitz 
Toyota,Automatic,Petrol,1000.0,52000,2018,2775000,Vitz 
Toyota,Automatic,Petrol,1000.0,49000,2018,2825000,Vitz 
Suzuki,Manual,Petrol,800.0,35000,2016,640000,Ravi 
Toyota,Automatic,Diesel,3000.0,136000,2014,5500000,Hilux 
Toyota,Automatic,Hybrid,1500.0,100000,2013,2180000,Aqua 
Honda,Automatic,Petrol,1800.0,100000,2017,3650000,Civic 
Daihatsu,Manual,Petrol,800.0,98000,2010,725000,Cuore 
